SKU,Launch Year,SKUs Recently Added,CategoryID,ProductID,RootModelNumber,Category,Product,Configuration,CurrentMinRetailerPrice,CurrentAvgRetailerPrice,CurrentMaxRetailerPrice,Online Price Quartile,Retailer Price Quartile,Online Price Range,Brand,Series,Standard Color,Capacity Range,Width (Approx.),Built-in Water Heater,Energy Rating,Motor Speeds,Stackable,Steam Cycle,Maximum RPM,CEE Tier,Wash Basket Material,Number Wash Cycles,Derivative Model,Model Status,Wifi Connected,Capacity (cu ft),ADA Compliant,Cold Optimized,Agitator or Impeller,Commercial (Yes/No),Detergent Dispenser,Fabric Softener Dispenser,Bleach Dispenser,POD Dispenser,Auto Dose Dispenser,Description,Key Feature,Key Feature1,Key Feature2,Key Feature3,Key Feature4,Key Feature5,Additional Features1,Additional Features2,Additional Features3,Additional Features4,Additional Features5,Additional Features6,Additional Features7,Additional Features8,Additional Features9,Additional Features10,Additional Features11,Additional Features12,Additional Features13,Additional Features14,Additional Features15,Color Description,Width,Height,Depth,Additional Dimensions1,Additional Dimensions2,Additional Dimensions3,Appearance1,Appearance2,Appearance3,Appearance4,Appearance5,Appearance6,Appearance7,Appearance8,Appearance9,Appearance10,Appearance11,Capacity1,Capacity2,Controls1,Controls2,Controls3,Controls4,Controls5,Controls6,Controls7,Controls8,Controls9,Controls10,Convenience Features1,Convenience Features2,Convenience Features3,Convenience Features4,Convenience Features5,Convenience Features6,Convenience Features7,Convenience Features8,Convenience Features9,Convenience Features10,Convenience Features11,Convenience Features12,Convenience Features13,Convenience Features14,Convenience Features15,Convenience Features16,Convenience Features17,Dimensions1,Dimensions2,Energy/Sound/Power1,Energy/Sound/Power2,Energy/Sound/Power3,Energy/Sound/Power4,Energy/Sound/Power5,Energy/Sound/Power6,Energy/Sound/Power7,Energy/Sound/Power8,Wash Cycles1,Wash Cycles2,Wash Cycles3,Wash Cycles4,Wash Cycles5,Wash Cycles6,Wash Cycles7,Wash Cycles8,Wash Cycles9,Wash Cycles10,Wash Cycles11,Wash Cycles12,Wash Cycles13,Wash Cycles14,Wash Cycles15,Wash Cycles16,Wash Cycles17,Wash Cycles18,Wash Cycles19,Wash Cycles20,Wash Cycles21,Wash Cycles22,Wash Cycles23,Wash Cycles24,Wash Cycles25,Wash Cycles26,Wash Cycles27,Wash Cycles28,Wash Cycles29,Wash Cycles30,Wash Cycles31,Wash Cycles32,Wash Cycles33,Wash Cycles34,Wash Cycles35,Wash Cycles36,Wash Cycles37,Wash Cycles38,Wash Cycles39,Wash Cycles40,Wash Cycles41,Washing System1,Washing System2,Washing System3,Washing System4,Washing System5,Washing System6,Washing System7,Washing System8,Washing System9,Washing System10,Washing System11,Washing System12,Washing System13,Washing System14,Washing System15,Washing System16
dle3600w,2020,9/7/2020,1,5,DLE3600,Laundry,Dryers,Match Front Load Washer,750,899,1049,Low/Mid - 25% to 50%,,,LG,,Electric,White,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Smart Electric Steamdryer,,10 Drying Programs with 9 Options,SmartThinQ® Technology,Energy Star® Qualified,,,,Closet Depth,Optional - LP Conversion Kit (383EEL3002D),,Optional - Pedestal (WDP4W),Optional - Side Venting Kit (383EEL9001B),,,,,,,,,,,,,,White,27 inches,39 inches,30 1/8 inches,"Minimum Width 27""",,,,Front Control Panel,Front Load Dryer,Painted Steel Cabinet,Painted Tub Rear,Reversible Door,Tempered Glass Door,White Color Finish,,,,7.4 Cu Ft Capacity,,,Dial-A-Cycle™ Controls,Intelligent Electronic Controls with LED Display,Remaining Time Display / Status Indicator(s),Remote Start,Signal,Touch Buttons,Wi-Fi Enabled,,,,3 Minute Installation Check,4 Adjustable Legs,,Drum Light,End of Cycle Signal,FlowSense™ Duct Clogging Indicator,SmartDiagnosis™,ThinQ® Technology w/ Proactive Customer Care,Wifi Connect,Works with Google Assistant or Amazon Alexa,,,,,,,,,,,"39"" H x 30 1/8"" D x 27"" W",,10 Drying Programs with 9 Options,"5 Dry Times - 60, 40, 20 Min, More/Less Time",Air Dry (Manual Dry) Cycle,,Damp Dry Signal Option,Delicates Cycle,Downloaded Cycle,Energy Saver Option,Heavy Duty Cycle,More / Less Time Option,Normal Cycle,Permanent Press Cycle,Small Load Cycle,Speed Dry (Manual Dry) Cycle,Towels Cycle,Wrinkle Care Option,,,,,,,,,,,,,,,,,,,AI Fabric Sensor / Smart Pairing,Precise Temperature Control w/ Variable Heater,Sensor Dry Technology,,,,,,,,Electric Dryer,Energy Star® Certified,LoDecibel™ Quiet Operation,,,,,,,,,,,,,,,,,,,,,
dle6100m,2024,7/23/2024,1,5,,Laundry,Dryers,Match Front Load Washer,578,579,580,Low - 25% & Below,,,LG,,Electric,Gray,7.0 to 7.9 cu ft,27,Energy Star®,No,No,Vent,,Active Model,No,No,7.3,Unassigned,7.3 Cu. Ft. Electric Dryer with Sensor Dry - Monochrome Grey,,5 Drying Programs with 3 Options,Sensor Dry System,Energy Star® Certified,Damp Dry Signal,SmartDiagnosis™,4 Adjustable Legs,,,,,,,,,,,,,,,,,,,Monochrome Grey,,,,,,,Aluminized Alloy Steel Drum,,,,,,,,,,,7.3 Cu Ft Capacity,,LED Display,,,,,,,,,,,Control Lock,,,,,,,,,,,,,,,,,,,,"44 1/2"" H x 29 1/2"" D x 27"" W",,5 Dry Programs with 3 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Drying Levels,,,,,,,,,,"240V, 30 Amps",,,,,,,,,,,,,,,,,,,,,,,,
dle7400ve,2022,1/6/2022,1,5,,Laundry,Dryers,Match Front Load Washer,575,784,1029,Low - 25% & Below,,,LG,,Electric,Stainless,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.3,No,7.3 cu ft Electric Smart Dryer,,8 Dry Cycleswith 5 Temp Settings,,Energy Star®,EasyLoad™ 2-Way Door,,4-Way Venting Options,,,,,,,,,,,,,,,,,,,Titanium Steel,,,,"27"" Minimum Opening (Width)",,,Hamper Door,,,,,,,,,,,7.3 Cu Ft Capacity,,Electronic Controls,,,,,,,,,,,Interior Lighting,,,,,,,,,,,,,,,,,,,,"44 1/4"" H x 28 9/10"" D x 27"" W",,Air Dry/ Air Fluff Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Temperature Selections,,,,,,,,,,240V,,,,,,,,,,,,,,,,,,,,,,,,
dlex3900b,2019,4/2/2019,1,5,DLEX3900,Laundry,Dryers,Match Front Load Washer,,,,Retail Price Not Available,,,LG,,Electric,Black,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Smart Electric Steamdryer,14 Drying Programs with 13 Options,,,,WiFi Connect w/ SmartDiagnosis™,,,4-Way Venting Option,FlowSense™ Duct Clogging Indicator,Optional - LP Conversion Kit (383EEL3002D),Optional - Side Venting Kit (383EEL9001B),Optional Pedestal-WDP4W,Works with Amazon Alexa,Works with Google Assistant,,,,,,,,,,,,Black,27 inches,38 11/16 inches,30 inches,"Minimum 27"" Width",,,,Front Control Panel,Front Load Dryer,Painted Steel Cabinet,Painted Tub Rear,Reversible Door,Round Door with Chrome Trim,,,,,7.4 Cu Ft Capacity,,,Dial-A-Cycle™ Controls,Intelligent Electronic Controls w/ LED Display,Remaining Time Display / Status Indicator(s),Touch Buttons,,,,,,,3 Minute Installation Check,Cycle Monitoring and Notification,,End of Cycle Signal,Energy Monitoring,Remote Start On/Off,SmartDiagnosis™,Smartphone App,Wifi Connect,,,,,,,,,,,,"38 11/16"" H x 30"" D x 27"" W",,14 Drying Programs with 13 Options,"5 Drying Levels-Very, More, Normal, Less, Damp Dry","5 Temps - High, Med High, Medium, Low, Ultra Low",,Anti-Bacterial Cycle,Bedding Cycle,Custom Program Option,Damp Dry Signal Option,Delicates Cycle,Downloaded Cycle,Energy Saver Option,Heavy Duty Cycle,"Manual Dry Times - 60/50/40/30/20 Min., More/Less",More / Less Time Option,Normal Cycle,Permanent Press,PGM Save Option,ReduceStatic™ Option,Sensor Dry,Small Load Cycle,Smart Grid,Speed Dry Cycle,Sportswear Cycle,SteamFresh™ Cycle,Towels Cycle,TurboSteam™ Technology,Wrinkle Care Option,,,,,,,FlowSense™ Duct Clogging Indicator,,Sensor Dry System,,TurboSteam™ Technology,,,,,,,Electric Dryer,Energy Star®,LoDecibel™ Quiet Operation,,,,,,,,,,,,,,,,,,,,,
dlex4000b,2020,9/4/2020,1,5,DLEX4000,Laundry,Dryers,Match Front Load Washer,898,932,1000,Low/Mid - 25% to 50%,,,LG,,Electric,Black,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Turbosteam Electric Dryer,,12 Drying Programs with 12 Options,TurboSteam™ Technology,Energy Star® Qualified,,,,4-Way Venting Option,Optional - LP Conversion Kit (383EEL3002D),,Optional - Pedestal (WDP4W),Optional - Side Venting Kit (383EEL9001B),,,,,,,,,,,,,,Black,27 inches,39 inches,30 1/8 inches,"27"" Minimum Width",,,,Front Control Panel,Front Load Dryer,Painted Steel Cabinet,Painted Tub Rear,Reversible Door,Tempered Glass Door,,,,,7.4 Cu Ft Capacity,,,Dial-A-Cycle™ Controls,Intelligent Electronic Controls w/ LED Display,Remaining Time Display / Status Indicator(s),Remote Start,Signal,Touch Buttons,,,,,3 Minute Installation Check,6 Manual Dry Times,,Cycle Monitoring,Drum Light,End of Cycle Signal,FlowSense™ Duct Clogging Indicator,Lint Filter Indicator,SmartDiagnosis™,ThinQ® Technology w/ Proactive Customer Care,Wifi Connect,,,,,,,,,,"39"" H x 30 1/8"" D x 27"" W",,12 Drying Programs with 12 Options,Air Dry (Manual Dry) Cycle,,Bedding Cycle,Damp Dry Signal Option,Delicates Cycle,Downloaded Cycle,Energy Saver Option,Heavy Duty Cycle,"Manual Dry Times - 60/50/40/30/20 Min., More/Less",More / Less Time Option,Normal Dry,Permanent Press Cycle,Reduce Static Option,Speed Dry (Manual Dry) Cycle,Steam Cycle,SteamFresh™ Cycle,SteamSanitary™ Cycle,Towels Cycle,,Wrinkle Care Option,,,,,,,,,,,,,5 Drying Levels,,AI Fabric Sensor / Smart Pairing,Precise Temperature Control w/ Variable Heater,Sensor Dry,TurboSteam™ Technology,,,,,,Electric Dryer,Energy Star®,LoDecibel™ Quiet Operation,,,,,,,,,,,,,,,,,,,,,
dlex4000w,2020,9/4/2020,1,5,DLEX4000,Laundry,Dryers,Match Front Load Washer,897,898,900,Low/Mid - 25% to 50%,,,LG,,Electric,White,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Turbosteam Electric Dryer,,12 Drying Programs with 12 Options,TurboSteam™ Technology,Energy Star® Qualified,,,,4-Way Venting Option,Optional - LP Conversion Kit (383EEL3002D),,Optional - Pedestal (WDP4W),Optional - Side Venting Kit (383EEL9001B),,,,,,,,,,,,,,White,27 inches,39 inches,30 1/8 inches,"27"" Minimum Width",,,,Front Control Panel,Front Load Dryer,Painted Steel Cabinet,Painted Tub Rear,Reversible Door,Tempered Glass Door,,,,,7.4 Cu Ft Capacity,,,Dial-A-Cycle™ Controls,Intelligent Electronic Controls w/ LED Display,Remaining Time Display / Status Indicator(s),Remote Start,Signal,Touch Buttons,,,,,3 Minute Installation Check,6 Manual Dry Times,,Cycle Monitoring,Drum Light,End of Cycle Signal,FlowSense™ Duct Clogging Indicator,Lint Filter Indicator,SmartDiagnosis™,ThinQ® Technology w/ Proactive Customer Care,Wifi Connect,,,,,,,,,,"39"" H x 30 1/8"" D x 27"" W",,12 Drying Programs with 12 Options,Air Dry (Manual Dry) Cycle,,Bedding Cycle,Damp Dry Signal Option,Delicates Cycle,Downloaded Cycle,Energy Saver Option,Heavy Duty Cycle,"Manual Dry Times - 60/50/40/30/20 Min., More/Less",More / Less Time Option,Normal Dry,Permanent Press Cycle,Reduce Static Option,Speed Dry (Manual Dry) Cycle,Steam Cycle,SteamFresh™ Cycle,SteamSanitary™ Cycle,Towels Cycle,,Wrinkle Care Option,,,,,,,,,,,,,5 Drying Levels,,AI Fabric Sensor / Smart Pairing,Precise Temperature Control w/ Variable Heater,Sensor Dry,TurboSteam™ Technology,,,,,,Electric Dryer,Energy Star®,LoDecibel™ Quiet Operation,,,,,,,,,,,,,,,,,,,,,
dlex4200b,2020,9/4/2020,1,5,DLEX4200,Laundry,Dryers,Match Front Load Washer,1049,1149,1449,High - 75% & Above,,,LG,,Electric,Black,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Turbosteam Electric Dryer,,14 Drying Programs with 12 Options,TurboSteam™ Technology,Energy Star® Qualified,,,,4-Way Venting Option,Optional - LP Conversion Kit (383EEL3002D),,Optional - Pedestal (WDP4W),Optional - Side Venting Kit (383EEL9001B),,,,,,,,,,,,,,Black,27 inches,39 inches,30 1/8 inches,"27"" Minimum Width",,,,Front Control Panel,Front Load Dryer,Painted Steel Cabinet,Painted Tub Rear,Reversible Door,Tempered Glass Door,,,,,7.4 Cu Ft Capacity,,,Dial-A-Cycle™ Controls,Intelligent Electronic Controls w/ LED Display,Remaining Time Display / Status Indicator(s),Remote Start,Signal,Touch Buttons,,,,,3 Minute Installation Check,6 Manual Dry Times,,Cycle Monitoring,Drum Light,End of Cycle Signal,FlowSense™ Duct Clogging Indicator,Lint Filter Indicator,SmartDiagnosis™,ThinQ® Technology w/ Proactive Customer Care,Wifi Connect,,,,,,,,,,"39"" H x 30 1/8"" D x 27"" W",,14 Drying Programs with 12 Options,Air Dry (Manual Dry) Cycle,,Bedding Cycle,Damp Dry Signal Option,Delicates Cycle,Downloaded Cycle,Energy Saver Option,Heavy Duty Cycle,"Manual Dry Times - 60/50/40/30/20 Min., More/Less",More / Less Time Option,Normal Dry,Permanent Press Cycle,Reduce Static Option,Small Load Cycle,Speed Dry (Manual Dry) Cycle,Sportswear Cycle,Steam Cycle,SteamFresh™ Cycle,SteamSanitary™ Cycle,Towels Cycle,,Wrinkle Care Option,,,,,,,,,,,5 Drying Levels,,AI Fabric Sensor / Smart Pairing,Precise Temperature Control w/ Variable Heater,Sensor Dry,TurboSteam™ Technology,,,,,,Electric Dryer,Energy Star®,LoDecibel™ Quiet Operation,,,,,,,,,,,,,,,,,,,,,
dlex4200w,2020,9/4/2020,1,5,DLEX4200,Laundry,Dryers,Match Front Load Washer,675,858,949,Low/Mid - 25% to 50%,,,LG,,Electric,White,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Turbosteam Electric Dryer,,14 Drying Programs with 12 Options,TurboSteam™ Technology,Energy Star® Qualified,,,,4-Way Venting Option,Optional - LP Conversion Kit (383EEL3002D),,Optional - Pedestal (WDP4W),Optional - Side Venting Kit (383EEL9001B),,,,,,,,,,,,,,White,27 inches,39 inches,30 1/8 inches,"27"" Minimum Width",,,,Front Control Panel,Front Load Dryer,Painted Steel Cabinet,Painted Tub Rear,Reversible Door,Tempered Glass Door,,,,,7.4 Cu Ft Capacity,,,Dial-A-Cycle™ Controls,Intelligent Electronic Controls w/ LED Display,Remaining Time Display / Status Indicator(s),Remote Start,Signal,Touch Buttons,,,,,3 Minute Installation Check,6 Manual Dry Times,,Cycle Monitoring,Drum Light,End of Cycle Signal,FlowSense™ Duct Clogging Indicator,Lint Filter Indicator,SmartDiagnosis™,ThinQ® Technology w/ Proactive Customer Care,Wifi Connect,,,,,,,,,,"39"" H x 30 1/8"" D x 27"" W",,14 Drying Programs with 12 Options,Air Dry (Manual Dry) Cycle,,Bedding Cycle,Damp Dry Signal Option,Delicates Cycle,Downloaded Cycle,Energy Saver Option,Heavy Duty Cycle,"Manual Dry Times - 60/50/40/30/20 Min., More/Less",More / Less Time Option,Normal Dry,Permanent Press Cycle,Reduce Static Option,Small Load Cycle,Speed Dry (Manual Dry) Cycle,Sportswear Cycle,Steam Cycle,SteamFresh™ Cycle,SteamSanitary™ Cycle,Towels Cycle,,Wrinkle Care Option,,,,,,,,,,,5 Drying Levels,,AI Fabric Sensor / Smart Pairing,Precise Temperature Control w/ Variable Heater,Sensor Dry,TurboSteam™ Technology,,,,,,Electric Dryer,Energy Star®,LoDecibel™ Quiet Operation,,,,,,,,,,,,,,,,,,,,,
dlex4500b,2020,9/4/2020,1,5,DLEX4500,Laundry,Dryers,Match Front Load Washer,1150,1150,1150,High - 75% & Above,,,LG,,Electric,Black,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Turbosteam Electric Dryer,,14 Drying Programs with 12 Options,TurboSteam™ Technology,Energy Star® Qualified,,,,4-Way Venting Option,,Optional - Pedestal (WDP4B),Optional - Side Venting Kit (383EEL9001B),,,,,,,,,,,,,,,Black,27 inches,39 inches,30 inches,"27"" Minimum Width",,,Dark Black Tinted Square Door,,Front Load Dryer,NeveRust™ Stainless Steel Drum,Painted Steel Cabinet,Painted Tub Rear,Reversible Door,,,,,7.4 Cu Ft Capacity,,,Dial-A-Cycle™ Controls,Intelligent Electronic Controls w/ LED Display,Remaining Time Display / Status Indicator(s),Remote Start,Signal,Touch Buttons,,,,,3 Minute Installation Check,6 Manual Dry Times,,Cycle Monitoring,Drum Light,End of Cycle Signal,FlowSense™ Duct Clogging Indicator,Lint Filter Indicator,SmartDiagnosis™,ThinQ® Technology w/ Proactive Customer Care,Wifi Connect,,,,,,,,,,"39"" H x 30"" D x 27"" W",,14 Drying Programs with 12 Options,Air Dry (Manual Dry) Cycle,,Bedding Cycle,Damp Dry Signal Option,Delicates Cycle,Downloaded Cycle,Energy Saver Option,Heavy Duty Cycle,More / Less Time Option,Normal Dry,Permanent Press Cycle,Reduce Static Option,Small Load Cycle,Speed Dry (Manual Dry) Cycle,Sportswear Cycle,Steam Cycle,SteamFresh™ Cycle,SteamSanitary™ Cycle,Towels Cycle,,Wrinkle Care Option,,,,,,,,,,,,AI Fabric Sensor / Smart Pairing,,Sensor Dry,TurboSteam™ Technology,,,,,,,,Electric Dryer,Energy Star®,LoDecibel™ Quiet Operation,,,,,,,,,,,,,,,,,,,,,
dlex5500v,2023,4/22/2023,1,5,,Laundry,Dryers,Match Front Load Washer,898,899,900,Low/Mid - 25% to 50%,,,LG,,Electric,Stainless,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,,Active Model,Yes,No,7.4,Unassigned,7.4 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry - Gra,,23 Drying Programs with 12 Options,TurboSteam™ Technology,Energy Star® Certified,AI Sensor Dry System,,3 Minute Installation Check,,,,,,,,,,,,,,,,,,,Titanium Steel,,,,"27"" Minimum Opening (Width)",,,Painted Steel Cabinet,,,,,,,,,,,7.4 Cu Ft Capacity,,Touch Buttons,,,,,,,,,,,Drum Light,,,,,,,,,,,,,,,,,,,,"39"" H x 29 3/4"" D x 27"" W",,23 Dry Programs with 12 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI Sensor Dry,,,,,,,,,,"120V/240V, 60 Hz, 30 Amps",,,,,,,,,,,,,,,,,,,,,,,,
dlex5500w,2023,4/22/2023,1,5,,Laundry,Dryers,Match Front Load Washer,898,899,900,Low/Mid - 25% to 50%,,,LG,,Electric,White,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,,Active Model,Yes,No,7.4,Unassigned,7.4 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry - Whi,,23 Drying Programs with 12 Options,TurboSteam™ Technology,Energy Star® Certified,AI Sensor Dry System,,3 Minute Installation Check,,,,,,,,,,,,,,,,,,,White,,,,"27"" Minimum Opening (Width)",,,Painted Steel Cabinet,,,,,,,,,,,7.4 Cu Ft Capacity,,Touch Buttons,,,,,,,,,,,Drum Light,,,,,,,,,,,,,,,,,,,,"39"" H x 29 3/4"" D x 27"" W",,23 Dry Programs with 12 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI Sensor Dry,,,,,,,,,,"120V/240V, 60 Hz, 30 Amps",,,,,,,,,,,,,,,,,,,,,,,,
dlex6500b,2023,4/22/2023,1,5,,Laundry,Dryers,Match Front Load Washer,997,998,1000,Low/Mid - 25% to 50%,,,LG,,Electric,Black,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,,Active Model,Yes,No,7.4,Unassigned,7.4 Cu. Ft. Smart Electric Dryer with Steam and Sensor Dry - Bla,,23 Drying Programs with 12 Options,TurboSteam™ Technology,Energy Star® Certified,AI Sensor Dry System,,3 Minute Installation Check,,,,,,,,,,,,,,,,,,,Black,,,,"27"" Minimum Opening (Width)",,,Front Load Design,,,,,,,,,,,7.4 Cu Ft Capacity,,Touch Buttons,,,,,,,,,,,Drum Light,,,,,,,,,,,,,,,,,,,,"39"" H x 29 3/4"" D x 27"" W",,23 Dry Programs with 12 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI Sensor Dry,,,,,,,,,,"120V/240V, 60 Hz, 30 Amps",,,,,,,,,,,,,,,,,,,,,,,,
dlex6500w,2023,3/4/2023,1,5,,Laundry,Dryers,Match Front Load Washer,998,1059,1300,High/Mid - 50% to 75%,,,LG,,Electric,White,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,,Active Model,No,No,7.4,Unassigned,7.4 Cu. Ft. White Front Load Electric Dryer,,23 Drying Programs with 12 Options,TurboSteam™ Technology,Energy Star® Certified,AI Sensor Dry System,,3 Minute Installation Check,,,,,,,,,,,,,,,,,,,White,,,,"27"" Minimum Opening (Width)",,,Painted Steel Cabinet,,,,,,,,,,,7.4 Cu Ft Capacity,,Touch Buttons,,,,,,,,,,,Drum Light,,,,,,,,,,,,,,,,,,,,"39"" H x 29 3/4"" D x 27"" W",,23 Dry Programs with 12 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI Sensor Dry,,,,,,,,,,"120V/240V, 60 Hz, 30 Amps",,,,,,,,,,,,,,,,,,,,,,,,
dlex6700b,2022,10/7/2022,1,5,,Laundry,Dryers,Match Front Load Washer,1198,1199,1200,High - 75% & Above,,,LG,,Electric,Black Stainless,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 Cu. Ft. Stackable Smart Electric Dryer with TurboSteam - Bla,,23 Drying Programs with 11 Options,TurboSteam™ Technology,Energy Star® Certified,,WiFi Enabled SmartThinQ Technology,3 Minute Installation Check,,,,,,,,,,,,,,,,,,,Black,,,,"27"" Minimum Opening (Width)",,,Front Load Design,,,,,,,,,,,7.4 Cu Ft Capacity,,Cycle Monitoring and Notification,,,,,,,,,,,Drum Light,,,,,,,,,,,,,,,,,,,,"30"" H x 30 1/8"" D x 27"" W",,23 Dry Programs with 11 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Drying Levels,,,,,,,,,,Electric Dryer,,,,,,,,,,,,,,,,,,,,,,,,
dlex7900we,2022,1/6/2022,1,5,,Laundry,Dryers,Match Front Load Washer,998,1082,1249,High/Mid - 50% to 75%,,,LG,,Electric,White,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.3,No,7.3 cu ft Turbosteam Electric Dryer,,14 Drying Programs with 12 Options,TurboSteam™ Technology,Energy Star® Qualified,,,3 Minute Installation Check,,,,,,,,,,,,,,,,,,,White,,,,"27"" Minimum Opening (Width)",,,Painted Steel Cabinet,,,,,,,,,,,7.3 Cu Ft Capacity,,Rear Control Panel,,,,,,,,,,,Drum Light,,,,,,,,,,,,,,,,,,,,"44 1/4"" H x 29 1/2"" D x 27"" W",,14 Dry Programs with 12 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Drying Levels,,,,,,,,,,Electric Dryer,,,,,,,,,,,,,,,,,,,,,,,,
dlex9000v,2015,11/17/2015,1,5,DLEX9000,Laundry,Dryers,Match Front Load Washer,,,,Retail Price Not Available,High - 75% & Above,1299,LG,,Electric,Stainless,8.0 cu ft and Over,29,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,9,No,9.0 cu ft Turbosteam Electric Dryer,,14 Dry Cycles with 13 Options,TurboSteam™ Technology,Speed Dry Cycle,,,,4 Adjustable Legs,4-Way Venting Option,FlowSense™ Duct Clogging Indicator,Optional Pedestal,,,,,,,,,,,,,,,Titanium Steel,29 inches,40 7/8 inches,33 3/8 inches,"Minimum 29"" Width",,,,Large Tinted Glass Door,NeveRust™ Stainless Steel Drum,Painted Steel Cabinet,Painted Top Plate,Plastic Control Panel,Reversible Door,,,,,9.0 Cu Ft Capacity,,,Electronic Control Panel with Dual LED Display,Remaining Time Display/ Status Indicator,Remote Start,Touch Buttons,,,,,,,,Damp Dry Signal,Drum Light,End of Cycle Signal,SmartDiagnosis™,Wifi Connect,,,,,,,,,,,,,,,"40 7/8"" H x 33 3/8"" D x 29"" W",,14 Drying Programs with 13 Options,,5 Temperature Settings,Air Dry,Antibacterial,Bedding,Cotton / Normal,Custom Program,Delicates,Download/Super Dry,Energy Saver Option,Heavy Duty,Jumbo Dry,LowTemp Dry,More / Less Time Option,Permanent Press / Casual,Speed Dry,SteamSanitary™,Timed Dry,Towels,,Wrinkle Care,,,,,,,,,,,,,TurboSteam™ Technology,,,,,,,,,Energy Star®,,,,,,,,,,,,,,,,,,,,,,,,
dlex9500k,2016,10/26/2016,1,5,DLEX9500,Laundry,Dryers,Match Front Load Washer,1794,1965,2000,High - 75% & Above,High - 75% & Above,1739,LG,SIGNATURE,Electric,Black Stainless,8.0 cu ft and Over,29,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,9,No,9.0 cu ft Turbosteam™ Dryer,,,TurboSteam™ Technology,Full Touch On-Door Control Panel,SmartThinQ™ Technology,,3 Minute Installation Check,,4 Way Venting,Black Box,Energy Monitoring,Home Chat,Optional Pedestal - WDP5K,Remote Control,Smart Grid Ready,,,,,,,,,,,Black Stainless Steel,29 inches,40 7/8 inches,33 3/8 inches,"29"" Minimum Space",,,Black Stainless Steel Finish,,Dark Blue Tinted Square Door Cover,Ergonomic Angled Door,Front Load Design,Full Touch On-Door Control Panel,NeveRust™ Stainless Steel Drum,Painted Steel Cabinet,Plastic Control Panel,Porcelain Top Plate,Tub Rear,9.0 Cu. Ft.,,,On-Door Electronic Control Panel,Touch Buttons,,,,,,,,,,End of Cycle Signal,Remaining Time Display,Reversible Door,Status Indicator(s),WiFi,,,,,,,,,,,,,,,"40 7/8"" H x 33 3/8"" D x 29"" W",,14 Sensor Dry Programs with 13 Options,"5 Drying Levels-Very, More, Normal, Less, Damp Dry",5 Temp Settings,Anti-Bacterial,Bedding,Cotton / Normal,,Download / Super Dry,Heavy Duty,Jumbo Dry,Low Temp Dry,Manual Dry Times,More / Less Time,Permanent Press / Casual,"Steamanitary™,",Towels,,Wrinkle Care,,,,,,,,,,,,,,,,,Smart ThinQ™ Technology,SmartDiagnosis™,,,,,,,,,Electric Dryer,LoDecibel™ Quiet Operation,,,,,,,,,,,,,,,,,,,,,,
